Date,Item Code,Wholesale Price (RMB/kg)
7/5/2020,102900005115908,4.04
7/5/2020,102900005115946,4.31
7/5/2020,102900005115960,2.2
7/5/2020,102900005115984,3.75
7/5/2020,102900005116226,4.35
7/5/2020,102900005116233,5.44
7/5/2020,102900005116257,4.24
7/5/2020,102900005116509,2.04
7/5/2020,102900005116530,12
7/5/2020,102900005116547,4.05
7/5/2020,102900005116714,9.47
7/5/2020,102900005116912,7.9
7/5/2020,102900005116943,5.83
7/5/2020,102900005117056,5.16
7/5/2020,102900005117209,8.35
7/5/2020,102900005118824,5.42
7/5/2020,102900005118831,4.1
7/5/2020,102900005119975,3.6
7/5/2020,102900005123880,7.23
7/5/2020,102900005125808,11.67
7/5/2020,102900005125815,6.16
7/5/2020,102900011000328,7.95
7/5/2020,102900011001219,7.3
7/5/2020,102900011001813,1.63
7/5/2020,102900011006689,7.03
7/5/2020,102900011008522,4.44
7/5/2020,102900011009444,8.1
7/5/2020,102900011009970,4.93
7/5/2020,102900051004294,6.3
7/5/2020,102900051010455,4.75
7/6/2020,102900005115762,3.35
7/6/2020,102900005115779,6.48
7/6/2020,102900005115786,3.18
7/6/2020,102900005115793,9.23
7/6/2020,102900005115823,6.25
7/6/2020,102900005115908,4.55
7/6/2020,102900005115946,4.21
7/6/2020,102900005115960,2.2
7/6/2020,102900005115984,3.65
7/6/2020,102900005116226,4.41
7/6/2020,102900005116233,5.41
7/6/2020,102900005116257,4.49
7/6/2020,102900005116509,2.05
7/6/2020,102900005116530,12
7/6/2020,102900005116547,4.06
7/6/2020,102900005116714,9.48
7/6/2020,102900005116912,7.89
7/6/2020,102900005116943,5.82
7/6/2020,102900005117056,4.98
7/6/2020,102900005117209,8.44
7/6/2020,102900005118824,5.45
7/6/2020,102900005118831,4.06
7/6/2020,102900005119944,10.09
7/6/2020,102900005119975,3.6
7/6/2020,102900005123880,7.38
7/6/2020,102900005125808,11.68
7/6/2020,102900005125815,6.14
7/6/2020,102900011000328,8.16
7/6/2020,102900011001219,8.05
7/6/2020,102900011001813,1.64
7/6/2020,102900011006948,9.17
7/6/2020,102900011008522,4.44
7/6/2020,102900011009444,5.27
7/6/2020,102900011009970,5.6
7/6/2020,102900051004294,6.42
7/6/2020,102900051010455,5.31
7/7/2020,102900005115762,3.26
7/7/2020,102900005115779,6.92
7/7/2020,102900005115786,3.18
7/7/2020,102900005115793,9.9
7/7/2020,102900005115823,6.25
7/7/2020,102900005115908,4.65
7/7/2020,102900005115946,4.21
7/7/2020,102900005115960,2.2
7/7/2020,102900005115984,3.73
7/7/2020,102900005116226,4.6
7/7/2020,102900005116233,5.48
7/7/2020,102900005116257,4.75
7/7/2020,102900005116509,2.05
7/7/2020,102900005116530,12
7/7/2020,102900005116547,4.05
7/7/2020,102900005116714,9.16
7/7/2020,102900005116837,8
7/7/2020,102900005116912,7.88
7/7/2020,102900005116943,5.8
7/7/2020,102900005117056,4.75
7/7/2020,102900005117209,8.46
7/7/2020,102900005118824,5.46
7/7/2020,102900005118831,4.07
7/7/2020,102900005119944,10.05
7/7/2020,102900005119975,3.6
7/7/2020,102900005123880,6.19
7/7/2020,102900005125808,11.69
7/7/2020,102900005125815,6.13
7/7/2020,102900011000328,8.08
7/7/2020,102900011001219,10.56
7/7/2020,102900011001813,1.64
7/7/2020,102900011006689,4.32
7/7/2020,102900011006948,9.42
7/7/2020,102900011008522,4.44
7/7/2020,102900011009970,5.44
7/7/2020,102900051004294,6.6
7/7/2020,102900051010455,5.31
7/8/2020,102900005115762,3.24
7/8/2020,102900005115779,6.92
7/8/2020,102900005115786,3.02
7/8/2020,102900005115793,10.42
7/8/2020,102900005115816,4.59
7/8/2020,102900005115823,6.25
7/8/2020,102900005115908,4.78
7/8/2020,102900005115946,4.21
7/8/2020,102900005115960,2.2
7/8/2020,102900005115984,3.75
7/8/2020,102900005116226,4.77
7/8/2020,102900005116233,5.62
7/8/2020,102900005116257,5.23
7/8/2020,102900005116509,2.04
7/8/2020,102900005116530,12
7/8/2020,102900005116547,4.05
7/8/2020,102900005116714,9.09
7/8/2020,102900005116790,4.39
7/8/2020,102900005116899,9
7/8/2020,102900005116912,7.87
7/8/2020,102900005116943,6.2
7/8/2020,102900005117056,4.75
7/8/2020,102900005117209,8.42
7/8/2020,102900005118824,5.47
7/8/2020,102900005118831,4.11
7/8/2020,102900005119944,10.04
7/8/2020,102900005119975,3.6
7/8/2020,102900005123880,4.34
7/8/2020,102900005125808,11.54
7/8/2020,102900005125815,6.13
7/8/2020,102900011000328,7.55
7/8/2020,102900011001219,12.22
7/8/2020,102900011006948,9.81
7/8/2020,102900011008522,4.44
7/8/2020,102900011009970,5.27
7/8/2020,102900051004294,7.17
7/8/2020,102900051010455,5.31
7/9/2020,102900005115762,3.08
7/9/2020,102900005115779,7.06
7/9/2020,102900005115786,2.84
7/9/2020,102900005115793,10.42
7/9/2020,102900005115823,6.25
7/9/2020,102900005115908,4.77
7/9/2020,102900005115946,4.22
7/9/2020,102900005115960,2.15
7/9/2020,102900005115984,3.75
7/9/2020,102900005116226,4.81
7/9/2020,102900005116233,5.52
7/9/2020,102900005116257,5.3
7/9/2020,102900005116509,2.04
7/9/2020,102900005116530,12
7/9/2020,102900005116547,4.05
7/9/2020,102900005116714,9.03
7/9/2020,102900005116790,4.46
7/9/2020,102900005116912,7.85
7/9/2020,102900005116943,6.26
7/9/2020,102900005117056,4.75
7/9/2020,102900005117209,7.92
7/9/2020,102900005118824,5.47
7/9/2020,102900005118831,4.09
7/9/2020,102900005119944,10.03
7/9/2020,102900005119975,3.6
7/9/2020,102900005123880,4.34
7/9/2020,102900005125808,10.2
7/9/2020,102900005125815,6.12
7/9/2020,102900011000328,7.25
7/9/2020,102900011001219,12.24
7/9/2020,102900011006948,9.8
7/9/2020,102900011008522,4.44
7/9/2020,102900011009444,4.07
7/9/2020,102900011009970,5.21
7/9/2020,102900051004294,7.26
7/9/2020,102900051010455,5.31
7/10/2020,102900005115762,2.41
7/10/2020,102900005115779,7.07
7/10/2020,102900005115786,2.62
7/10/2020,102900005115793,10.43
7/10/2020,102900005115823,6.25
7/10/2020,102900005115861,2.01
7/10/2020,102900005115908,4.76
7/10/2020,102900005115946,4.23
7/10/2020,102900005115960,2.1
7/10/2020,102900005115984,3.75
7/10/2020,102900005116226,4.83
7/10/2020,102900005116233,5.51
7/10/2020,102900005116257,5.5
7/10/2020,102900005116509,2.1
7/10/2020,102900005116530,12
7/10/2020,102900005116547,4.05
7/10/2020,102900005116714,8.82
7/10/2020,102900005116790,4.46
7/10/2020,102900005116899,9
7/10/2020,102900005116912,7.86
7/10/2020,102900005116943,6.11
7/10/2020,102900005117056,5.42
7/10/2020,102900005117209,7.35
7/10/2020,102900005118817,7.88
7/10/2020,102900005118824,5.44
7/10/2020,102900005118831,4.06
7/10/2020,102900005119944,9.94
7/10/2020,102900005119975,3.6
7/10/2020,102900005125808,10.2
7/10/2020,102900005125815,6.11
7/10/2020,102900011000328,7.32
7/10/2020,102900011006948,9.81
7/10/2020,102900011008522,5.29
7/10/2020,102900011009444,8.11
7/10/2020,102900011009970,4.7
7/10/2020,102900051004294,7.87
7/10/2020,102900051010455,5.31
7/10/2020,106956146480203,1.96
7/11/2020,102900005115762,2.38
7/11/2020,102900005115779,7.03
7/11/2020,102900005115786,2.37
7/11/2020,102900005115793,10.38
7/11/2020,102900005115823,6.25
7/11/2020,102900005115908,4.77
7/11/2020,102900005115946,4.24
7/11/2020,102900005115960,2.1
7/11/2020,102900005115984,3.75
7/11/2020,102900005116233,6.6
7/11/2020,102900005116257,5.42
7/11/2020,102900005116509,2.19
7/11/2020,102900005116530,12
7/11/2020,102900005116547,4.13
7/11/2020,102900005116714,8.91
7/11/2020,102900005116899,9
7/11/2020,102900005116912,7.86
7/11/2020,102900005116943,6.37
7/11/2020,102900005117056,5.64
7/11/2020,102900005117209,8.3
7/11/2020,102900005118824,5.41
7/11/2020,102900005118831,4.04
7/11/2020,102900005119944,10
7/11/2020,102900005119975,3.6
7/11/2020,102900005123880,4.72
7/11/2020,102900005125808,10.2
7/11/2020,102900005125815,6.11
7/11/2020,102900011000328,7.51
7/11/2020,102900011001219,11.9
7/11/2020,102900011006689,4.32
7/11/2020,102900011006948,10.61
7/11/2020,102900011008522,5.05
7/11/2020,102900011009444,8.1
7/11/2020,102900011009970,3.86
7/11/2020,102900051004294,8.15
7/11/2020,102900051010455,5.31
7/12/2020,102900005115762,2.39
7/12/2020,102900005115779,6.92
7/12/2020,102900005115786,2.24
7/12/2020,102900005115793,10.39
7/12/2020,102900005115823,6.25
7/12/2020,102900005115908,4.86
7/12/2020,102900005115946,4.43
7/12/2020,102900005115960,2.1
7/12/2020,102900005115984,3.75
7/12/2020,102900005116226,4.94
7/12/2020,102900005116233,5.56
7/12/2020,102900005116257,5.05
7/12/2020,102900005116509,2.22
7/12/2020,102900005116530,12
7/12/2020,102900005116547,4.25
7/12/2020,102900005116714,8.49
7/12/2020,102900005116899,9
7/12/2020,102900005116912,7.81
7/12/2020,102900005116943,6.72
7/12/2020,102900005117056,6.08
7/12/2020,102900005117209,7.83
7/12/2020,102900005118824,5.41
7/12/2020,102900005118831,4.05
7/12/2020,102900005119944,10.01
7/12/2020,102900005119975,3.6
7/12/2020,102900005123880,7.38
7/12/2020,102900005125808,10.19
7/12/2020,102900005125815,6.08
7/12/2020,102900011000328,6.27
7/12/2020,102900011001219,11.37
7/12/2020,102900011006689,4.26
7/12/2020,102900011006948,11.06
7/12/2020,102900011008522,4.94
7/12/2020,102900011009444,5.34
7/12/2020,102900011009970,3.48
7/12/2020,102900051000944,24.05
7/12/2020,102900051004294,7.91
7/12/2020,102900051010455,5.31
7/12/2020,106956146480197,2.07
7/13/2020,102900005115779,6.92
7/13/2020,102900005115786,2.17
7/13/2020,102900005115793,10.35
7/13/2020,102900005115823,6.25
7/13/2020,102900005115908,4.92
7/13/2020,102900005115946,4.25
7/13/2020,102900005115960,2.1
7/13/2020,102900005115984,3.75
7/13/2020,102900005116226,5.24
7/13/2020,102900005116233,5.5
7/13/2020,102900005116257,5.42
7/13/2020,102900005116509,2.2
7/13/2020,102900005116530,12
7/13/2020,102900005116547,3.75
7/13/2020,102900005116714,8.29
7/13/2020,102900005116899,9
7/13/2020,102900005116912,7.84
7/13/2020,102900005116943,6.9
7/13/2020,102900005117056,5.86
7/13/2020,102900005117209,8.8
7/13/2020,102900005118824,5.4
7/13/2020,102900005118831,4.05
7/13/2020,102900005119944,10.03
7/13/2020,102900005119975,3.6
7/13/2020,102900005123880,7.09
7/13/2020,102900005125808,10.18
7/13/2020,102900005125815,6.06
7/13/2020,102900011000328,6.27
7/13/2020,102900011001219,11.36
7/13/2020,102900011006689,3.76
7/13/2020,102900011008522,4.97
7/13/2020,102900011009444,4.28
7/13/2020,102900011009970,3.33
7/13/2020,102900051004294,7.8
7/13/2020,102900051010455,5.31
7/14/2020,102900005115779,6.92
7/14/2020,102900005115786,1.76
7/14/2020,102900005115793,10.35
7/14/2020,102900005115823,6
7/14/2020,102900005115908,4.88
7/14/2020,102900005115946,4.27
7/14/2020,102900005115960,1.91
7/14/2020,102900005115984,3.75
7/14/2020,102900005116226,5.06
7/14/2020,102900005116233,5.9
7/14/2020,102900005116257,5.67
7/14/2020,102900005116509,2.16
7/14/2020,102900005116530,12
7/14/2020,102900005116547,3.75
7/14/2020,102900005116714,7.79
7/14/2020,102900005116899,8
7/14/2020,102900005116912,7.8
7/14/2020,102900005116943,7.32
7/14/2020,102900005117056,5.35
7/14/2020,102900005117209,11.45
7/14/2020,102900005118824,5.24
7/14/2020,102900005118831,4
7/14/2020,102900005119944,9.94
7/14/2020,102900005119975,3.2
7/14/2020,102900005123880,4.94
7/14/2020,102900005125808,9.84
7/14/2020,102900005125815,6.05
7/14/2020,102900011000328,6.4
7/14/2020,102900011001219,12.22
7/14/2020,102900011006689,3.64
7/14/2020,102900011008522,5
7/14/2020,102900011009444,4.27
7/14/2020,102900011009970,2.97
7/14/2020,102900011011546,1.7
7/14/2020,102900051004294,6.84
7/14/2020,102900051010455,5.31
7/14/2020,106956146480197,2.04
7/15/2020,102900005115779,6.91
7/15/2020,102900005115786,1.77
7/15/2020,102900005115823,5.7
7/15/2020,102900005115908,4.91
7/15/2020,102900005115946,4.26
7/15/2020,102900005115960,1.52
7/15/2020,102900005115984,3.75
7/15/2020,102900005116226,5.04
7/15/2020,102900005116233,6.36
7/15/2020,102900005116257,5.69
7/15/2020,102900005116509,2.49
7/15/2020,102900005116530,12
7/15/2020,102900005116547,4.22
7/15/2020,102900005116714,7.76
7/15/2020,102900005116899,8
7/15/2020,102900005116912,7.81
7/15/2020,102900005116943,7.97
7/15/2020,102900005117056,5.59
7/15/2020,102900005117209,11.9
7/15/2020,102900005118824,5.24
7/15/2020,102900005118831,4.03
7/15/2020,102900005119944,9.96
7/15/2020,102900005119975,3.2
7/15/2020,102900005123880,4.46
7/15/2020,102900005125808,9.86
7/15/2020,102900005125815,6.07
7/15/2020,102900011000328,6.38
7/15/2020,102900011001219,11.65
7/15/2020,102900011006689,3.65
7/15/2020,102900011008522,5
7/15/2020,102900011009444,4.19
7/15/2020,102900011009970,2.87
7/15/2020,102900011011546,1.7
7/15/2020,102900051004294,7.06
7/15/2020,102900051010455,5.31
7/15/2020,106956146480197,2.05
7/16/2020,102900005115779,6.8
7/16/2020,102900005115786,1.76
7/16/2020,102900005115793,10.83
7/16/2020,102900005115823,5.67
7/16/2020,102900005115908,4.47
7/16/2020,102900005115946,4.26
7/16/2020,102900005115960,1.4
7/16/2020,102900005115984,3.75
7/16/2020,102900005116226,5.04
7/16/2020,102900005116233,7.5
7/16/2020,102900005116257,5.66
7/16/2020,102900005116509,2.46
7/16/2020,102900005116530,12
7/16/2020,102900005116547,4.25
7/16/2020,102900005116714,7.74
7/16/2020,102900005116899,8
7/16/2020,102900005116912,7.82
7/16/2020,102900005116943,8.46
7/16/2020,102900005117056,5.56
7/16/2020,102900005117209,12.51
7/16/2020,102900005118824,5.26
7/16/2020,102900005118831,4.07
7/16/2020,102900005119944,9.97
7/16/2020,102900005119975,3.2
7/16/2020,102900005123880,4.45
7/16/2020,102900005125808,10.09
7/16/2020,102900005125815,6.05
7/16/2020,102900011000328,6.24
7/16/2020,102900011001219,11.3
7/16/2020,102900011001806,3.1
7/16/2020,102900011006689,3.65
7/16/2020,102900011008522,5
7/16/2020,102900011009444,4.7
7/16/2020,102900011009970,2.82
7/16/2020,102900051004294,7.58
7/16/2020,102900051010455,5.31
7/16/2020,106956146480197,2.03
7/17/2020,102900005115762,3.26
7/17/2020,102900005115779,6.8
7/17/2020,102900005115786,1.76
7/17/2020,102900005115793,10.95
7/17/2020,102900005115823,5.67
7/17/2020,102900005115908,4.4
7/17/2020,102900005115946,4.27
7/17/2020,102900005115960,1.4
7/17/2020,102900005115984,3.75
7/17/2020,102900005116226,5.03
7/17/2020,102900005116233,7.58
7/17/2020,102900005116257,5.14
7/17/2020,102900005116509,2.45
7/17/2020,102900005116530,12
7/17/2020,102900005116547,4.74
7/17/2020,102900005116714,7.72
7/17/2020,102900005116899,8
7/17/2020,102900005116912,7.78
7/17/2020,102900005116943,8.86
7/17/2020,102900005117056,5.23
7/17/2020,102900005117209,12.96
7/17/2020,102900005118824,5.42
7/17/2020,102900005118831,4.08
7/17/2020,102900005119944,9.96
7/17/2020,102900005119975,3.2
7/17/2020,102900005123880,4.37
7/17/2020,102900005125808,10.28
7/17/2020,102900005125815,6.03
7/17/2020,102900011000328,6.24
7/17/2020,102900011001219,11.37
7/17/2020,102900011001806,3.08
7/17/2020,102900011006689,3.53
7/17/2020,102900011008522,5
7/17/2020,102900011009444,5.16
7/17/2020,102900011009970,3.22
7/17/2020,102900051004294,7.56
7/17/2020,102900051010455,5.31
7/17/2020,106956146480197,2.03
7/18/2020,102900005115762,3.22
7/18/2020,102900005115779,6.8
7/18/2020,102900005115786,1.76
7/18/2020,102900005115793,10.85
7/18/2020,102900005115823,5.38
7/18/2020,102900005115908,4.37
7/18/2020,102900005115946,4.35
7/18/2020,102900005115960,1.4
7/18/2020,102900005115984,3.75
7/18/2020,102900005116226,4.96
7/18/2020,102900005116233,8.3
7/18/2020,102900005116257,5.14
7/18/2020,102900005116509,2.55
7/18/2020,102900005116530,12
7/18/2020,102900005116547,5.02
7/18/2020,102900005116714,7.75
7/18/2020,102900005116899,8
7/18/2020,102900005116912,7.79
7/18/2020,102900005116943,8.93
7/18/2020,102900005117056,5.02
7/18/2020,102900005117209,13.74
7/18/2020,102900005118824,5.45
7/18/2020,102900005118831,4.08
7/18/2020,102900005119944,9.91
7/18/2020,102900005119975,2.83
7/18/2020,102900005123880,5.73
7/18/2020,102900005125808,10.43
7/18/2020,102900005125815,6.05
7/18/2020,102900011000328,6.12
7/18/2020,102900011001219,12
7/18/2020,102900011001806,3.09
7/18/2020,102900011008522,5
7/18/2020,102900011009444,4.55
7/18/2020,102900011009970,3.21
7/18/2020,102900051004294,6.72
7/18/2020,102900051010455,5.31
7/18/2020,106956146480197,2.02
7/19/2020,102900005115779,6.8
7/19/2020,102900005115786,2.1
7/19/2020,102900005115793,10.97
7/19/2020,102900005115823,5.33
7/19/2020,102900005115908,4.38
7/19/2020,102900005115946,4.37
7/19/2020,102900005115960,1.4
7/19/2020,102900005115984,3.78
7/19/2020,102900005116226,4.8
7/19/2020,102900005116233,8.95
7/19/2020,102900005116257,5.14
7/19/2020,102900005116509,2.71
7/19/2020,102900005116530,12
7/19/2020,102900005116547,5.04
7/19/2020,102900005116714,7.86
7/19/2020,102900005116899,8
7/19/2020,102900005116912,7.81
7/19/2020,102900005116943,9.02
7/19/2020,102900005117056,6.19
7/19/2020,102900005117209,12.29
7/19/2020,102900005118824,5.43
7/19/2020,102900005118831,4.06
7/19/2020,102900005119944,9.9
7/19/2020,102900005119975,2.8
7/19/2020,102900005123880,4.13
7/19/2020,102900005125808,10.29
7/19/2020,102900005125815,6.07
7/19/2020,102900011000328,6.15
7/19/2020,102900011001219,11.21
7/19/2020,102900011001806,3.12
7/19/2020,102900011008522,4.55
7/19/2020,102900011009444,4.44
7/19/2020,102900011009970,3.28
7/19/2020,102900051004294,6.24
7/19/2020,102900051010455,5.31
7/19/2020,106956146480197,2.05
7/20/2020,102900005115779,6.8
7/20/2020,102900005115786,2.18
7/20/2020,102900005115793,10.05
7/20/2020,102900005115823,5.33
7/20/2020,102900005115908,4.38
7/20/2020,102900005115946,4.37
7/20/2020,102900005115960,1.56
7/20/2020,102900005115984,3.83
7/20/2020,102900005116226,5.05
7/20/2020,102900005116233,8.71
7/20/2020,102900005116257,5.14
7/20/2020,102900005116509,2.71
7/20/2020,102900005116530,12
7/20/2020,102900005116547,5.05
7/20/2020,102900005116714,7.86
7/20/2020,102900005116899,8
7/20/2020,102900005116912,7.82
7/20/2020,102900005116943,8.88
7/20/2020,102900005117056,6.15
7/20/2020,102900005117209,12.44
7/20/2020,102900005118824,5.44
7/20/2020,102900005118831,4.07
7/20/2020,102900005119944,9.96
7/20/2020,102900005119975,2.8
7/20/2020,102900005125808,10.21
7/20/2020,102900005125815,6.08
7/20/2020,102900011000328,6.21
7/20/2020,102900011001219,11.24
7/20/2020,102900011001806,3.13
7/20/2020,102900011008522,4.22
7/20/2020,102900011009444,4.42
7/20/2020,102900011009970,3.38
7/20/2020,102900051004294,6.25
7/20/2020,102900051010455,5.31
7/20/2020,106956146480197,2.07
7/21/2020,102900005115762,3.37
7/21/2020,102900005115779,6.66
7/21/2020,102900005115786,2.17
7/21/2020,102900005115793,9.83
7/21/2020,102900005115823,5.33
7/21/2020,102900005115908,4.33
7/21/2020,102900005115946,4.29
7/21/2020,102900005115960,1.8
7/21/2020,102900005115984,3.75
7/21/2020,102900005116226,5.06
7/21/2020,102900005116233,8.7
7/21/2020,102900005116257,5.14
7/21/2020,102900005116509,3
7/21/2020,102900005116530,12
7/21/2020,102900005116547,5.05
7/21/2020,102900005116714,7.77
7/21/2020,102900005116899,8
7/21/2020,102900005116912,7.84
7/21/2020,102900005116943,8.91
7/21/2020,102900005117056,5.8
7/21/2020,102900005117209,12.55
7/21/2020,102900005118824,5.51
7/21/2020,102900005118831,4.07
7/21/2020,102900005119944,9.96
7/21/2020,102900005119975,2.8
7/21/2020,102900005123880,3.99
7/21/2020,102900005125808,10.21
7/21/2020,102900005125815,6.1
7/21/2020,102900011000328,5.28
7/21/2020,102900011001219,11.35
7/21/2020,102900011001806,3.14
7/21/2020,102900011008522,4.64
7/21/2020,102900011009444,4.46
7/21/2020,102900011009970,3.37
7/21/2020,102900051000944,20
7/21/2020,102900051004294,6.3
7/21/2020,102900051010455,5.31
7/21/2020,106956146480197,2.07
7/22/2020,102900005115762,3.5
7/22/2020,102900005115779,6.54
7/22/2020,102900005115786,2.17
7/22/2020,102900005115793,9.85
7/22/2020,102900005115823,4.57
7/22/2020,102900005115908,4.2
7/22/2020,102900005115946,4.3
7/22/2020,102900005115960,1.8
7/22/2020,102900005115984,3.75
7/22/2020,102900005116226,5.06
7/22/2020,102900005116233,8.8
7/22/2020,102900005116257,4.73
7/22/2020,102900005116509,3.04
7/22/2020,102900005116530,12
7/22/2020,102900005116547,5.04
7/22/2020,102900005116714,7.75
7/22/2020,102900005116899,8
7/22/2020,102900005116912,7.84
7/22/2020,102900005116943,9.11
7/22/2020,102900005117056,5.5
7/22/2020,102900005117209,11.26
7/22/2020,102900005118824,5.52
7/22/2020,102900005118831,4.07
7/22/2020,102900005119944,9.99
7/22/2020,102900005119975,2.8
7/22/2020,102900005123880,4
7/22/2020,102900005125808,10.66
7/22/2020,102900005125815,5.97
7/22/2020,102900011000328,5.07
7/22/2020,102900011001219,11.29
7/22/2020,102900011001806,3.16
7/22/2020,102900011008522,5
7/22/2020,102900011009444,4.64
7/22/2020,102900011009970,3.37
7/22/2020,102900051000944,20
7/22/2020,102900051004294,6.32
7/22/2020,102900051010455,5.31
7/22/2020,106956146480197,2.08
7/23/2020,102900005115762,4.26
7/23/2020,102900005115779,6.15
7/23/2020,102900005115786,2.6
7/23/2020,102900005115793,9.93
7/23/2020,102900005115823,4.19
7/23/2020,102900005115908,4.36
7/23/2020,102900005115946,4.26
7/23/2020,102900005115960,2
7/23/2020,102900005115984,4.27
7/23/2020,102900005116226,5.29
7/23/2020,102900005116233,11.96
7/23/2020,102900005116257,4.77
7/23/2020,102900005116509,3.46
7/23/2020,102900005116530,12
7/23/2020,102900005116547,5.33
7/23/2020,102900005116714,8.26
7/23/2020,102900005116899,8
7/23/2020,102900005116912,7.93
7/23/2020,102900005116943,10.25
7/23/2020,102900005117056,5.67
7/23/2020,102900005117209,11.43
7/23/2020,102900005118824,6.49
